movieId,cast,director,overview
140715,"James McAvoy,Daniel Radcliffe,Jessica Brown Findlay,Andrew Scott,Charles Dance",Paul McGuigan,Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.
140725,"Anton Pampushnyy,Sanjar Madi,Sebastien Sisak,Alina Lanina,Valeriya Shkirando",Sarik Andreasyan,"During the Cold War, an organization called ""Patriot"" created a super-hero squad, which includes members of multiple soviet republics. For years, the heroes had to hide their identities, but in hard times they must show themselves again."
140737,"Sun Chien,Chiang Sheng,Lu Feng,Johnny Wang Lung-Wei,Suen Shu-Pau",Chang Cheh,"Three North Shaolin teachers (Lu Feng, Chang Sheng, and Sun Chien) are called on by the Manchus to teach their soldiers and are urged to challenge the current South Shaolin teachers. They defeat the South Shaolin teachers and, that night, the head general (Wang Lung Wei) kills the South Shaolin teachers and blames their death on the North Shaolin teachers. The South Shaolin master sends more of his pupils, who are killed accidentally by the North Shaolin teachers. He finally sends two more (Wei Pai and Lo Meng) of his students to train with old masters and trains one student (Kuo Chui) himself with the goal of finally defeating the North Shaolin experts."
140816,"Tye Sheridan,Logan Miller,Joey Morgan,Sarah Dumont,David Koechner",Christopher Landon,"Three scouts and lifelong friends join forces with one badass cocktail waitress to become the world’s most unlikely team of heroes.  When their peaceful town is ravaged by a zombie invasion, they’ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead."
140850,"Carey Mulligan,Helena Bonham Carter,Brendan Gleeson,Anne-Marie Duff,Meryl Streep",Sarah Gavron,Based on true events about the foot soldiers of the early feminist movement who were forced underground to evade the State.
140852,"Bridey Elliott,Clare McNulty,Alysia Reiner,Neil Casey,Peter Vack","Sarah-Violet Bliss,Charles Rogers","Twenty-something Brooklynites Allie and Harper are directionless, privileged, and just a tiny bit damaged. All they want is to get to the beach, where a drug-fueled afternoon with cute boys awaits them. Alas, the journey becomes needlessly complicated, as the girls’ bike ride from Williamsburg to Fort Tilden Beach is littered with a barrage of unfriendly circumstances and the realization that their life skills are more limited than they should be."
140928,"Munro Chambers,Laurence Leboeuf,Michael Ironside,Aaron Jeffery,Edwin Wright","François Simard,Anouk Whissell,Yoann-Karl Whissell","In a post-apocalyptic wasteland, an orphaned teen must battle a ruthless warlord to save the girl of his dreams."
140956,"Sam Kindseth,Dylan Everett,Alyssa Lynch,Tiera Skovbye,Julian Works",Jason Lapeyre,"The Unauthorized Saved by the Bell Story delves into the experiences of six unknown young actors placed into the Hollywood spotlight, exposing the challenges of growing up under public scrutiny."
141004,"Priscilla C. Shirer,T.C. Stallings,Karen Abercrombie,Beth Moore",Alex Kendrick,"The family-friendly movie explores the transformational role prayer plays in the lives of the Jordan family. Tony and Elizabeth Jordan, a middle-class couple who seemingly have it all – great jobs, a beautiful daughter, their dream home. But appearances can be deceiving. In reality, the Jordan’s marriage has become a war zone and their daughter is collateral damage. With the help of Miss Clara, an older, wiser woman, Elizabeth discovers she can start fighting for her family instead of against them. Through a newly energized faith, Elizabeth and Tony’s real enemy doesn’t have a prayer."
141131,"Tom Hardy,Emily Browning,Christopher Eccleston,David Thewlis,Taron Egerton",Brian Helgeland,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety."
141400,"Milo Cawthorne,Kimberley Crossman,Sam Berkley,Delaney Tabron,Colin Moy",Jason Lei Howden,Two teenage boys unwittingly summon an ancient evil entity known as The Blind One by delving into black magic while trying to escape their mundane lives.
141408,"Eddie Redmayne,Alicia Vikander,Matthias Schoenaerts,Ben Whishaw,Sebastian Koch",Tom Hooper,"When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer."
141422,"Elijah Wood,Alison Pill,Rainn Wilson,Jack McBrayer,Nasim Pedrad","Cary Murnion,Jonathan Milott","A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives."
141513,"Oleg Basilashvili,Natalya Gundareva,Marina Neyolova,Galina Volchek,Evgeni Leonov",Georgiy Daneliya,"Andrey Pavlovich Buzykin, who makes a living by teaching at an institute and translating English literature, is cheating on his wife. Buzykin's main problem is that he's a kind man with a weak character. The lies he is telling his wife all the time are inconvincing, but he never has the courage to tell her the truth. His lover, Alla, is aware of his family life, but gets offended when, for example, he cannot meet her so that he doesn't come home late, or when he doesn't want to go home in a new jacket she gives him to avoid having to explain to his wife. Alla and Nina, Andrei's wife, both leave him, forgive him, and return to him at the same time, and Andrei continues with this kind of life, full of suffering and deceit. Finally, both women are so fed up with his lies that they don't believe him even when he is telling the truth..."
141544,,,
141646,"Oleg Yankovskiy,Irina Kupchenko,Evgeni Leonov,Andrey Mironov,Aleksandr Abdulov",Mark Zakharov,"A wizard invents characters who all come to life and start to arrive at his house: a King, his servants, a princes, a bear trapped in a man's body - the usual lot. The Plot mainly rotates around the bear, who the wizard had turned into a man. The Bear, who wishes to be a bear once again, can turn into his old self if he were to kiss a princess. It gets complicated when he falls in love with that princess, that arrived at the wizard's house. For how can they be together, if a single kiss will destroy their love?"
141668,"Yuriy Nikulin,Evgeniy Evstigneev,Olga Aroseva,Andrey Mironov,Yuri Belov",Eldar Ryazanov,An old detective does not want to retire. The only way out is to prove to his boss that he still can catch criminals. The problem is that there were no crimes recently to work on. Together with his retired friend he decides to commit a perfect crime himself and then quickly solve it. Real problems start when a real criminal steals money he has stolen.
141688,"Andrey Mironov,Antonia Santilli,Ninetto Davoli,Alighiero Noschese,Evgeniy Evstigneev","Eldar Ryazanov,Franco Prosperi","In Italy, a dying woman tells her granddaughter that she hid her treasure many years ago in Russia, in the city of Leningrad. Other people (who were around when she died) also learn about it. Thus several people arrive in Leningrad trying to find the treasure, each one for himself/herself. What's worse - the only information they have is that the treasure is under a lion - and it's in Leningrad, a city known by its numerous statues of lions. The story gets even more interesting when the soviet militia (police) learns about the whole thing and send an undercover agent..."
141718,"Mikhail Pugovkin,Nina Grebeshkova,Vyacheslav Nevinnyy,Mikhail Svetin,Oleg Dal",Leonid Gayday,"The movie includes three diffirent skits, including different actors. The first skit is about a store owner who steals goods from himself. He is arrested and brought to court, to testify about a murder, while he thinks he is about to get busted for stealing. The second skit includes a cheating husband trying to survive in a love triangle. And the third skit includes a man trying to get married after seeing the bride only once in his life on a bus."
141749,"Archil Gomiashvili,Sergei Filippov,Mikhail Pugovkin,Nina Grebeshkova,Yuriy Nikulin",Leonid Gayday,A former aristocrat Ippolit Vorobyaninov leads a miserable life in Soviet Russia. His mother-in-law reveals a secret to him - she hid family diamonds in one of the twelve chairs they once had. Vorobyaninov in cooperation with a young con artist Ostap Bender start a long search for the diamonds.
141799,"Bob Belleville,Chrisann Brennan,Nolan Bushnell,Jason Chen,Nick Denton",Alex Gibney,"When Steve Jobs died the world wept. But what accounted for the grief of millions of people who didn’t know him? This evocative film navigates Jobs' path from a small house in the suburbs, to zen temples in Japan, to the CEO's office of the world's richest company, exploring how Jobs’ life and work shaped our relationship with the computer. The Man in the Machine is a provocative and sometimes startling re-evaluation of the legacy of an icon."
141810,"Anton Yelchin,Imogen Poots,Alia Shawkat,Joe Cole,Callum Turner",Jeremy Saulnier,"A punk rock band becomes trapped in a secluded venue after finding a scene of violence. For what they saw, the band themselves become targets of violence from a gang of white power skinheads, who want to eliminate all evidence of the crime."
141816,"Idris Elba,Opeyemi Fagbohungbe,Abraham Attah,Richard Pepple,Ama K. Abebrese",Cary Joji Fukunaga,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country. Follows the journey of a young boy, Agu, who is forced to join a group of soldiers in a fictional West African country. While Agu fears his commander and many of the men around him, his fledgling childhood has been brutally shattered by the war raging through his country, and he is at first torn between conflicting revulsion and fascination Depicts the mechanics of war and does not shy away from explicit, visceral detail, and paints a complex, difficult picture of Agu as a child soldier."
141818,"Fran Kranz,Pedro Pascal,Joey Kern,Joel Murray",Brian James O'Connell,"An action-packed horror comedy, BLOODSUCKING BASTARDS stars Fran Kranz as Evan, a dutiful and overworked employee stuck at a soul-killing corporation with his beautiful co-worker and girlfriend Amanda (Emma Fitzpatrick) and his slacker best friend Tim (Joey Kern). Evans world begins to crumble when Amanda dumps him and his boss Ted (Joel Murray) hands his coveted promotion to his nemesis Max (Pedro Pascal). When his office mates start going through disturbing changes, Evan must find a way to stop the evil brewing admist the cubicles, and rescue his workplace pals before his life and career go from dead-end... to just dead."
141820,"Kirk Cameron,Darren Doane,Bridgette Cameron,Raphi Henly,Ben Kientz",Darren Doane,"Kirk is enjoying the annual Christmas party extravaganza thrown by his sister until he realizes he needs to help out Christian, his brother-in-law who has a bad case of the bah-humbugs."
141830,"Louis de Funès,Claude Rich,Agathe Natanson,Claude Gensac,Sylvia Saurel",Édouard Molinaro,"This film originated as a play in Paris. The story focuses on the one-day adventures of Bertrand Barnier played with a genius of French cinema, Louis de Funes. In the same morning he learns that his daughter is pregnant, an employee stole a large amount of money from his company, his maid is about to resign in order to marry a wealthy neighbor and his body builder is interested in marrying his daughter. The seemingly complicated story-line is full of comedy or errors and some of the most hilarious mime scenes of the French cinema."
141836,"Adrian Pasdar,Fred Tatasciore,Dee Bradley Baker,Robin Atkin Downes,David Kaye","Eric Radomski,Leo Riley","The Invincible Iron Man and the Incredible Hulk must join forces to save the Earth from its greatest threat yet! When two Hydra scientists try to supercharge a Stark Arc Reactor with Hulk's Gamma Energy, they unleash a being of pure electricity called Zzzax - and he's hungry for destruction. Together, Iron Man and Hulk are the only force that stands in the way of the Zzzax's planetary blackout. But first, the super heroic duo will have to get through snarling Wendigos, deadly robots and the scaly powerhouse, Abomination.  Can two of Marvel's mightiest heroes find a way to work together without smashing each other before time runs out?"
141844,"Keanu Reeves,Lorenza Izzo,Ana de Armas,Aaron Burns,Colleen Camp",Eli Roth,"When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse."
141846,,,
141866,"Steve Guttenberg,James Duval,Peter Story,Elizabeth Nicole,Eduardo Antonio Garcia",Daniel Maze,During their nightly poker game a group of lowlifes are terrorized in their own convenience store by a masked killer.
141890,"Jake Gyllenhaal,Naomi Watts,Chris Cooper,Judah Lewis,C.J. Wilson",Jean-Marc Vallée,An emotionally desperate investment banker finds hope through a woman he meets in Chicago.
141928,"Norman Reedus,Udo Kier,Christopher Redman",John Carpenter,"With a torrid past that haunts him, a movie theatre owner is hired to search for the only existing print of a film so notorious that its single screening caused the viewers to become homicidally insane."
141994,"Sandra Bullock,Anthony Mackie,Billy Bob Thornton,Zoe Kazan",David Gordon Green,"A feature film based on the documentary ""Our Brand Is Crisis"", which focuses on the use of American political campaign strategies in South America."
142020,"Tom Hiddleston,Sienna Miller,Jeremy Irons,Luke Evans,Elisabeth Moss",Ben Wheatley,Life for the residents of a tower block begins to run out of control.
142056,"Joseph Gordon-Levitt,Seth Rogen,Anthony Mackie,Lizzy Caplan,Jillian Bell",Jonathan Levine,"In New York City for their annual tradition of Christmas Eve debauchery, three lifelong best friends set out to find the Holy Grail of Christmas parties since their yearly reunion might be coming to an end."
142074,"Ellen Page,Evan Rachel Wood,Max Minghella,Callum Keith Rennie,Michael Eklund",Patricia Rozema,"In the not too distant future, two young women who live in a remote ancient forest discover the world around them is on the brink of an apocalypse. Informed only by rumor, they fight intruders, disease, loneliness &amp; starvation."
142115,"Paz de la Huerta,Samantha Hill,Laurence R. Harvey,Adam Brooks,Matthew Kennedy","Adam Brooks,Matthew Kennedy",A one-time (and now one-handed) master film editor toiling in the cinematic sweatshops of 1970s Italy becomes the prime suspect in a series of brutal murders.
142196,"Jason Clarke,Jake Gyllenhaal,Josh Brolin,John Hawkes,Sam Worthington",Baltasar Kormákur,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival."
142222,"Pili Groyne,Benoît Poelvoorde,Yolande Moreau,Catherine Deneuve,François Damiens",Jaco Van Dormael,"God lives in Brussels. On earth though, God is a coward, with pathetical morals and being odious with his family. His daughter, Ea, is bored at home and can't stand being locked up in a small apartment in ordinary Brussels, until the day she decides to revolt against her dad..."
142366,"Mark Ruffalo,Michael Keaton,Rachel McAdams,Liev Schreiber,John Slattery",Tom McCarthy,"In 2001, editor Marty Baron of The Boston Globe assigns a team of journalists to investigate allegations against John Geoghan, an unfrocked priest accused of molesting more than 80 boys. Led by editor Walter ""Robby"" Robinson, reporters Michael Rezendes, Matt Carroll and Sacha Pfeiffer interview victims and try to unseal sensitive documents. The reporters make it their mission to provide proof of a cover-up of sexual abuse within the Roman Catholic Church."
142372,"Tobey Maguire,Lily Rabe,Peter Sarsgaard,Liev Schreiber,Sophie Nélisse",Edward Zwick,American chess champion Bobby Fischer prepares for a legendary match-up against Russian Boris Spassky.
142420,"Sharlto Copley,Haley Bennett,Danila Kozlovsky,Tim Roth,Andrei Dementiev",Ilya Naishuller,"Henry, a newly resurrected cyborg who must save his wife/creator from the clutches of a psychotic tyrant with telekinetic powers, AKAN, and his army of mercenaries. Fighting alongside Henry is Jimmy, who is Henry's only hope to make it through the day. Hardcore takes place over the course of one day, in Moscow, Russia."
142422,"Bradley Cooper,Sienna Miller,Daniel Brühl,Omar Sy,Lily James",John Wells,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars."
142424,"Tatsuya Fuji,Masaomi Kondo,Akira Nakao,Tôru Shinagawa,Ben Hiura",Takeshi Kitano,"Ryuzo and his 7 former henchmen are all retired yakuza, but they now live as regular old men. One day, Ryuzo becomes the victim of a phishing fraud. He calls his 7 men together to reform their society."
142444,"Jean-Pierre Darroussin,Henri Guybet,Valeria Bruni Tedeschi,Richard Berry,François Morel","Gérard Bitton,Michel Munz","Between Alice, a hospital nurse and Aldo, a shampoo sales representative, things have turned sour of late. Alice blames her husband for lacking ambition and contemplates divorce.One day Aldo wins the ten million euro lotto prize. But, unwilling to share the bonanza, he keeps mum about it, all the more as he finds out Alice has an affair with Gérard, Aldo's former friend and ... new boss. However, Aldo, leading a double life, starts spending his money ..."
142448,"Juliana Harkavy,Joshua Mikel,J. Larose,Natalie Victoria",Anthony DiBlasi,"A rookie cop's world is turned upside down when she comes face to face with Paymon - King Of Hell. Officer Jessica Loren has the last shift at a transitioning police station, assigned to wait for a crew picking up bio-hazard waste from the armoury. But unbeknownst to her, cult leader John Michael Paymon has haunted the department ever since he committed suicide in custody. Jessica is about to find out just how dangerous he still is, all alone on the graveyard shift............."
142456,"Elyas M’Barek,Karoline Herfurth,Max von der Groeben,Jella Haase,Gizem Emre",Bora Dağtekin,"Mr. Müller is not satisfied with his new work at the Goethe-Gesamtschule. The early getting up and correcting exams annoy him. Director Gerster wants to improve the image of the Goethe-Gesamtschule because she wants to be a symbol of the new company. To achieve this, she wants to take away the partnership from the Schillergymnasium with a Thai school. So, Mr. Müller, Mrs. Schnabelstedt and the 10b must go on a school trip to Thailand."
142488,"Akshay Kumar,John Abraham,Paresh Rawal,Rimi Sen,Rajpal Yadav",Priyadarshan,"What happens when a good for nothing handsome hunk like Mac finds himself in possession of an empty flat and access to three gorgeous air hostesses, Priti, Sweety and Puja? Garam Masala! What happens when Mac, who is already engaged to Anjali, convinces each of the three girls that she is the one and only one for him? Garam Masala! What happens when Sam, once Mac's best friend and now his sworn enemy, threatens to reveal Mac's harem to Anjali? Garam Masala! What happens when all the girls land in the flat at the same time? Garam Masala!"
142507,"Josef Hader,Tobias Moretti,Nora von Waldstätten,Christopher Schärf",Wolfgang Murnberger,"Brenner returns to Graz, the city where he grew up. When confronted with his old friends, his former girlfriend and the major sin he committed when he was young, murders and a fateful gunshot to the head result. After Brenner comes out of a coma, he begins to search for the person who tried to kill him - however, everybody claims that he himself is responsible. In the beginning Brenner was at the end of his rope, but he could face a new beginning in the end."
142509,"Adam Sandler,Andy Samberg,Selena Gomez,Kevin James,Steve Buscemi",Genndy Tartakovsky,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool."
142536,"Gregg Sulkin,Meghan Markle,Josh Myers,Christian Berkel",Reg Traviss,"Central London, today; Dee is an anarchic street-artist confronting the system, Marcus is an armed robber on a jewellery store crime-wave. For the two brothers, being Anti-Social is a way of life."
142550,"Corbin Bleu,Keke Palmer,David Reivers,Shanica Knowles,Laivan Greene",Paul Hoen,"Story revolves around a young boxer, Izzy Daniels, who trains to follow in his father's footsteps by winning the Golden Glove. When his friend, Mary, however, asks him to substitute for a team member in a Double Dutch tournament, the young man discovers a hidden passion for jump roping"
142558,"Jeff Bridges,Mackenzie Foy,Rachel McAdams,Marion Cotillard,Riley Osborne",Mark Osborne,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met."
142598,"Elliot Cowan,Élodie Yung,Jonathan Pryce,Robert Bathurst,James Callis",Justin Trefgarne,"In the near future, Frank, a police officer, discovers that the legalization of all recreational drugs comes with a price."
142602,"Mickey Rourke,Nat Wolff,Emma Roberts,Sarah Silverman",Tony McNamara,"When new kid in town Ed Wallis is given an assignment to interview an older person, he turns to his mysterious neighbor, Ashby Holt for help.  That new connection leads to unexpected journeys for both of them, as Ashby – who turns out to be a retired CIA assassin – deals with a terminal prognosis, and Ed deals with adjusting to life with his newly single mom and developing relationship with a brainy classmate, Eloise."
142831,"Gal Gadot,Chris Pine,Connie Nielsen,Robin Wright",Patty Jenkins,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.
142961,"Emma Watson,Tom Hanks,John Boyega,Karen Gillan,Ellar Coltrane",James Ponsoldt,"A young tech worker takes a job at a powerful Internet corporation, quickly rises up the company's ranks, and soon finds herself in a perilous situation concerning privacy, surveillance and freedom. She comes to learn that her decisions and actions will determine the future of humanity."
142997,"Andrew Garfield,Adam Driver,Tadanobu Asano,Ciarán Hinds,Liam Neeson",Martin Scorsese,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact."
143001,"Tom Hanks,Mark Rylance,Amy Ryan,Alan Alda,Sebastian Koch",Steven Spielberg,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court."
143031,"Paul Gross,Rossif Sutherland,Clark Johnson,Allan Hawco",Paul Gross,"Three different men, three different worlds, three different wars – all stand at the intersection of modern warfare – a murky world of fluid morality where all is not as it seems."
143245,Xu Zheng,Leste Chen,"The famous psychologist Xu Ruining has a raising career, when he met the troublesome patient Ren Xiaoyan. The meeting is not easy as feeble-looking Ren is point by point against him."
143255,"James Marsden,Thomas Jane,Piper Perabo,Scott Glenn,Michaela McManus",David Hackl,Two estranged brothers reunite at their childhood home in the Alaskan wild. They set out on a two-day hike and are stalked by an unrelenting grizzly bear.
143257,Luis Cancu,Yann Arthus-Bertrand,"A combination of first-person stories and exclusive aerial images, HUMAN is a unique documentary. This sensitive experience is an introspection into whom we are today as a community but also and most importantly as an individual. Through wars, inequalities, discriminations, HUMAN confronts us with the realities and the diversity of our human conditions. Beyond this darker side, testimonies show the empathy and the solidarities which we are capable of. All these contradictions are ours and HUMAN leads us to reflect about the future we wish to give to people and the planet today. Filmed in 60 countries during two years, HUMAN by Yann Arthus-Bertrand draws a portrait of nowaday’s Humanity."
143355,"Kenichi Matsuyama,Ito Ohno,Ren Osugi,Yusuke Iseya",SABU,"Things are hectic in heaven. Dozens of scribes sit before a long scroll incessantly scribbling away. They are composing the biographies of earth-dwellers. What is invented by the men in heaven is lived out below. And their employer, God, is increasingly vehement in demanding avant-garde ideas. Take, for example, the beautiful Yuri, a girl who dies in a car crash. Some of the heavenly scribes find this very dull and send former gangster Chas, who has become a heavenly tea-boy, back down to earth with instructions to save Yuri no matter what. And so Chas ends up in Okinawa, gets to know the earth-dwellers, interferes in their fates, becomes celebrated as 'Mr Angel' and is hounded by brutal enemies. His falling in love with Yuri is of course a foregone conclusion. But no one could anticipate what happens next. Not even God himself"
143365,"Andy Dick,Mischa Barton,Eric Roberts,Abigail Wright,Dave Bautista",Martin Owen,"Incensed by the tabloid culture which celebrates it, the L.A. Slasher publicly abducts a series of reality TV stars, while the media and general public in turn begin to question if society is better off without them. A biting, social satire about reality TV and the glorification of people who are famous for simply being famous, ""L.A. Slasher"" explores why it has become acceptable and even admirable for people to become influential and wealthy based on no merit or talent - purely through notoriety achieved through shameful behavior."
143367,"Josh Brolin,George Clooney,Alden Ehrenreich,Ralph Fiennes,Scarlett Johansson","Joel Coen,Ethan Coen","Tells the comedic tale of Eddie Mannix, a fixer who worked for the Hollywood studios in the 1950s. The story finds him at work when a star mysteriously disappears in the middle of filming."
143385,"Robert Hunter,Paul Watson,Rex Weyler,Bobbi Hunter",Jerry Rothwell,"In 1971, a group of friends sail into a nuclear test zone, and their protest captures the world's imagination. Using never before seen archive that brings their extraordinary world to life, How To Change The World is the story of the pioneers who founded Greenpeace and defined the modern green movement."
143410,"Oliver Masucci,Fabian Busch,Katja Riemann,Christoph Maria Herbst,Franziska Wulf",David Wnendt,"Adolf Hitler wakes up in a vacant lot in Berlin, with no knowledge of anything that happened after 1945. Homeless and destitute. Although everyone recognizes him, nobody believes that he is Hitler; instead, they think he is either a comedian, or a method actor."
143458,,Grant Baldwin,"We all love food. As a society, we devour countless cooking shows, culinary magazines and foodie blogs. So how could we possibly be throwing nearly 50% of it in the trash? Filmmakers and food lovers Jen and Grant dive into the issue of waste from farm, through retail, all the way to the back of their own fridge. After catching a glimpse of the billions of dollars of good food that is tossed each year in North America, they pledge to quit grocery shopping and survive only on discarded food. What they find is truly shocking."
143472,"Tim Haars,Daniël Arends,Sylvia Hoeks,Henry van Loon,Theo Maassen","Steffen Haars,Flip van der Kuil","Because of a bad marriage of their parents, two brothers Jules and Max made a pact never to get into a relationship with a woman. Therefore, they live a party-life in which they sleep with a different girl every day. However this changes when Jules starts to date Anna and Max falls in love with her. Can their bromance overcome this love triangle."
143511,"Adam Pally,Sarah Burns,Reid Scott,Catherine Reitman","Don Argott,Sheena M. Joyce","High school guidance counselor Jeff, and his platonic friend and co-worker Anne are responsible, well intentioned, kind… and boring. They frustratingly watch on as their peers find love and companionship, while they continue to fail in spectacular fashion when it comes to romance. As they reach their loneliness breaking point they make a pact to forgo their familiar, vanilla personas in exchange for their unexplored, confident alter egos. They wave goodbye to Jeff’s awkward all-male book club and Anne’s flailing attempts to catch the eye of Jeff’s sexy neighbor Max, and say hello to raucous summer nights filled with booze, dancing, and sex. Naturally things don’t exactly go according to plan."
143525,"Ken Watanabe,Koichi Sato,Akira Emoto,Yuya Yagira,Shiori Kutsuna",Lee Sang-Il,"Set in Hokkaido, Japan in the 1880s. Jubei Kamata (Ken Watanabe), who is on the side of the Edo shogunate government, kills many people. His name is infamous in Kyoto. When the battle at Goryoukaku is about to be finished, Jubei disappears. 10 years later, Jubei lives with his kid in relative peace. He is barely able to make a living. Protecting his dead wife's grave, Jubei has decided to never pick up a sword again, but due to poverty he has no choice but to pick the sword again. Jubei becomes a bounty hunter."
143559,"Pilou Asbæk,Nicolas Bro,Jesper Christensen,Jacob Højlev Jørgensen,Kasper Leisner",Christoffer Boe,"Maybe the best thing to come out of Scandinavia during the hippie years was, in fact, the story of a radical libertarian and a hedonist capitalist. Their friendship, forged by being outsiders in a conformist country, took them through years of adulation and success, with slight detours into the welcoming arms of vilification and imprisonment. A joyride through taxation, mass travel, hookers and politics. Not feeling too constrained by historical facts, director Christoffer Boe's story of Simon Spies and Mogens Glistrup covers just a few of their decades in a tale of warmth and humour, defiance and eccentricity."
143859,"Yumiko Shaku,Takao Osawa,Shosuke Tanihara,Yuka Itaya,Yumi Kikuchi",Ryûhei Kitamura,"A serial-murderer is on the loose who just so happens to also be removing the hearts of his victims and taking them with him. His victims however, are not merely random humans as thought by the police. They are in fact, the past and present guardians of the gateway of the afterlife.On the day he is to be married, Detective Kanzaki, who happens to be on the case, discovers that his fiancé Mina has been murdered with her heart also missing. He also learns that the killers are Kudo, a geneticist, and his evil secretary Rei. The two are trying to obtain six hearts from the guardians so that they may call forth a horde of demons from the Gate of Rage and have their every desire granted. Only problem is, once they open the gate the entire world will be covered in darkness."
143896,"Sam Rockwell,Drew Barrymore,Julia Roberts,Rutger Hauer,Brad Pitt",George Clooney,"Television made him famous, but his biggest hits happened off screen. Television producer by day, CIA assassin by night, Chuck Barris was recruited by the CIA at the height of his TV career and trained to become a covert operative. Or so Barris said."
143969,"Jack Black,Dylan Minnette,Odeya Rush,Amy Ryan,Ryan Lee",Rob Letterman,"After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong."
144210,"Michael Ealy,Sanaa Lathan,Morris Chestnut,Kathryn Morris",David M. Rosenthal,"After a painful breakup, Leah seems to meet the perfect guy. But she soon discovers his violent side that disrupts her life."
144222,"Bill Murray,Zooey Deschanel,Bruce Willis,Kate Hudson,Taylor Kinney",Barry Levinson,"A washed-up music producer finds one last shot at redemption with a golden-voiced young girl in Afghanistan. However, when jealousy gets the better of a disgruntled ex-boyfriend, he decides to oppose the young star with talent of his own."
144262,"Nicholas Braun,Mackenzie Davis,Ed Westwick,Vanessa Hudgens,Keegan-Michael Key",Robbie Pickering,"In the town of Dillford, humans, vampires and zombies were all living in peace - until the alien apocalypse arrived. Now three teenagers-one human, one vampire, and one zombie-have to team up to figure out how to get rid of the visitors."
144352,"Kurt Russell,Patrick Wilson,Matthew Fox,Richard Jenkins,Lili Simmons",S. Craig Zahler,"During a shootout in a saloon, Sheriff Hunt injures a suspicious stranger. One of the villagers takes care of him in prison. One day they both disappear – only the spear of a cannibal tribe is found. Hunt and a few of his men go in search of the prisoner and his nurse."
144478,"Christopher Lee,Bela Lugosi,Julian Sands,Guillermo del Toro,Roger Corman",Raúl García,"Five tales by Edgard Allan Poe come to life thanks to a pictorical style animation, five tales that exude madness, pestilence, murder and torture."
144522,"Kate Winslet,Liam Hemsworth,Caroline Goodall,Judy Davis",Jocelyn Moorhouse,"In 1950s Australia, beautiful, talented dressmaker Tilly returns to her tiny hometown to right wrongs from her past. As she tries to reconcile with her mother, she starts to fall in love while transforming the fashion of the town."
144606,"Dirk Nowitzki,Holger Geschwinder,Kobe Bryant,Michael Finley",Sebastian Dehnhardt,Documentary about basketball star Dirk Nowitzki.
144620,"Bryan Cranston,Diane Lane,Helen Mirren,Elle Fanning,Louis C.K.",Jay Roach,The career of screenwriter Dalton Trumbo is halted by a witch hunt in the late 1940s when he defies the anti-communist HUAC committee and is blacklisted.
